ProteinAccessions,gene,PG.ProteinDescriptions,PG.Organisms,iBAQ_mean_male,iBAQ_mean_female,iBAQ_mean_all_1_10
Q9DB20,Atp5po,"ATP synthase subunit O, mitochondrial",Mus musculus,4890.22,2759.16,3824.69
Q9DB29,Iah1,Isoamyl acetate-hydrolyzing esterase 1 homolog,Mus musculus,4495.5,170.2,2332.85
Q9DB77,Uqcrc2,"Cytochrome b-c1 complex subunit 2, mitochondrial",Mus musculus,732.62,480.26666666666665,637.9875
Q9DBB9,Cpn2,Carboxypeptidase N subunit 2,Mus musculus,58207.9976,8656.1798,33432.0887
Q9DBC7,Prkar1a,cAMP-dependent protein kinase type I-alpha regulatory subunit,Mus musculus,2493.5,1104.38,1798.94
Q9DBD0,Inhca,Inhibitor of carbonic anhydrase,Mus musculus,55191.97899999999,9567.619999999999,32379.7995
Q9DBE0,Csad,Cysteine sulfinic acid decarboxylase,Mus musculus,3598.3,275.05,1936.675
Q9DBF1,Aldh7a1,Alpha-aminoadipic semialdehyde dehydrogenase,Mus musculus,313.29999999999995,249.05,281.175
Q9DBG3,Ap2b1,AP-2 complex subunit beta,Mus musculus,391.125,283.54999999999995,355.26666666666665
Q9DBG7,Srpra,Signal recognition particle receptor subunit alpha,Mus musculus,41729.2394,40687.4598,41208.3496
Q9DBG9,Tax1bp3,Tax1-binding protein 3,Mus musculus,1899.95,NA,1899.95
Q9DBH5,Lman2,Vesicular integral-membrane protein VIP36,Mus musculus,10467.22,9661.94,10064.58
Q9DBJ1,Pgam1,Phosphoglycerate mutase 1,Mus musculus,78004.0984,90332.8808,84168.4896
Q9DBP5,Cmpk1,UMP-CMP kinase,Mus musculus,60946.8796,85687.9586,73317.4191
Q9DBS1,Tmem43,Transmembrane protein 43,Mus musculus,3714.04,4408.9800000000005,4061.51
Q9DBS2,Tprg1l,Tumor protein p63-regulated gene 1-like protein,Mus musculus,1227.4,336.9,782.1500000000001
Q9DBX3,Susd2,Sushi domain-containing protein 2,Mus musculus,415.56,1153.26,784.41
Q9DBX6,Cyp2s1,Cytochrome P450 2S1,Mus musculus,1277.8,941.825,1109.8125
Q9DBZ5,Eif3k,Eukaryotic translation initiation factor 3 subunit K,Mus musculus,2005.55,1042.2,1363.3166666666666
Q9DC50,Crot,Peroxisomal carnitine O-octanoyltransferase,Mus musculus,1567.82,1282.78,1425.3
Q9DCC4,Pycr3,Pyrroline-5-carboxylate reductase 3,Mus musculus,2725.3,2569.8,2647.55
Q9DCD0,Pgd,"6-phosphogluconate dehydrogenase, decarboxylating",Mus musculus,98877.4204,136407.2564,117642.33840000001
Q9DCH4,Eif3f,Eukaryotic translation initiation factor 3 subunit F,Mus musculus,1140.0500000000002,549.4,943.1666666666666
Q9DCJ9,Npl,N-acetylneuraminate lyase,Mus musculus,706.6,NA,706.6
Q9DCL9,Paics,Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase,Mus musculus,610.4,NA,610.4
Q9DCN2,Cyb5r3,NADH-cytochrome b5 reductase 3,Mus musculus,2878.2,1039.7,1407.3999999999999
Q9DCV7,Krt7,"Keratin, type II cytoskeletal 7",Mus musculus,2811.86,1607.4666666666667,2360.2125
Q9DCW4,Etfb,Electron transfer flavoprotein subunit beta,Mus musculus,1791.4500000000003,534.875,1163.1625
Q9EP79,Vmn1r52,Vomeronasal type-1 receptor 52,Mus musculus,9026.02,11058.32,10042.17
Q9EP95,Retnla,Resistin-like alpha,Mus musculus,21295.550499999998,15543.566,17844.3598
Q9EPB4,Pycard,Apoptosis-associated speck-like protein containing a CARD,Mus musculus,6428.9000000000005,7117.92,6773.41
Q9EPC1,Parva,Alpha-parvin,Mus musculus,2283.3,NA,2283.3
Q9EPK6,Sil1,Nucleotide exchange factor SIL1,Mus musculus,130038.742,127546.2188,128792.4804
Q9EPL2,Clstn1,Calsyntenin-1,Mus musculus,11526.74,9867.34,10697.039999999999
Q9EPL4,Mettl9,Protein-L-histidine N-pros-methyltransferase,Mus musculus,3748.52,5139.22,4443.87
Q9EPL8,Ipo7,Importin-7,Mus musculus,429.3666666666667,304.7,398.2
Q9EPQ1,Tlr1,Toll-like receptor 1,Mus musculus,NA,1551.875,1551.875
Q9EPU0,Upf1,Regulator of nonsense transcripts 1,Mus musculus,48.7,72.1,62.74
Q9EQ06,Hsd17b11,Estradiol 17-beta-dehydrogenase 11,Mus musculus,197,1134.54,978.2833333333333
Q9EQ80,Nif3l1,NIF3-like protein 1,Mus musculus,996.5,1057.1,1026.8
Q9EQF2,Kel,Kell blood group glycoprotein homolog,Mus musculus,77.6,NA,77.6
Q9EQG7,Enpp5,Ectonucleotide pyrophosphatase/phosphodiesterase family member 5,Mus musculus,392.5,735.1,582.8333333333334
Q9EQH2,Erap1,Endoplasmic reticulum aminopeptidase 1,Mus musculus,4187.04,3477.04,3832.04
Q9EQH3,Vps35,Vacuolar protein sorting-associated protein 35,Mus musculus,1868.575,1482.1200000000001,1653.8777777777777
Q9EQK5,Mvp,Major vault protein,Mus musculus,2035.52,983.04,1509.28
Q9EQP2,Ehd4,EH domain-containing protein 4,Mus musculus,1253.26,664.85,991.7444444444444
Q9EQU5,Set,Protein SET,Mus musculus,1387.3666666666666,548.125,907.8
Q9ER00,Stx12,Syntaxin-12,Mus musculus,474.15,NA,474.15
Q9ER38,Tor3a,Torsin-3A,Mus musculus,1653.7,2074.96,1864.33
Q9ER39,Tor1a,Torsin-1A,Mus musculus,7570.66,8219.62,7895.14
Q9ER41,Tor1b,Torsin-1B,Mus musculus,52289.779800000004,35416.1794,43852.9796
Q9ER56,Capn12,Calpain-12,Mus musculus,NA,1505.3,1505.3
Q9ER72,Cars1,"Cysteine--tRNA ligase, cytoplasmic",Mus musculus,3431.08,3242.44,3336.76
Q9ERD7,Tubb3,Tubulin beta-3 chain,Mus musculus,4189,1063.5,2626.25
Q9ERD8,Parvg,Gamma-parvin,Mus musculus,796.96,1183.2,990.08
Q9ERI2,Rab27a,Ras-related protein Rab-27A,Mus musculus,5745.52,7507.08,6626.3
Q9ERI6,Rdh14,Retinol dehydrogenase 14,Mus musculus,536.35,336.8,496.44
Q9ERK4,Cse1l,Exportin-2,Mus musculus,1600.8,982.3,1477.1
Q9ERL7,Gmfg,Glia maturation factor gamma,Mus musculus,5284.4800000000005,7117.16,6200.82
Q9ERR7,Selenof,Selenoprotein F,Mus musculus,112453.57979999999,206267.7406,159360.66019999998
Q9ESB3,Hrg,Histidine-rich glycoprotein,Mus musculus,52325.1412,19058.7998,35691.970499999996
Q9ESD1,Prss8,Prostasin,Mus musculus,19266.58,10210.34,14738.460000000001
Q9ESE1,Lrba,Lipopolysaccharide-responsive and beige-like anchor protein,Mus musculus,92.15,7.1,63.8
Q9ESP1,Sdf2l1,Stromal cell-derived factor 2-like protein 1,Mus musculus,1568.225,1239.8,1502.54
Q9EST1,Gsdma,Gasdermin-A,Mus musculus,17030.38,19917.7994,18474.0897
Q9EST5,Anp32b,Acidic leucine-rich nuclear phosphoprotein 32 family member B,Mus musculus,1921.48,2718.9,2320.19
Q9ESY9,Ifi30,Gamma-interferon-inducible lysosomal thiol reductase,Mus musculus,11742.52,16159.4398,13950.9799
Q9ET01,Pygl,"Glycogen phosphorylase, liver form",Mus musculus,7816.18,13359.4798,10587.8299
Q9ET22,Dpp7,Dipeptidyl peptidase 2,Mus musculus,42024.1198,41063.3204,41543.7201
Q9ET30,Tm9sf3,Transmembrane 9 superfamily member 3,Mus musculus,199.14999999999998,299.6666666666667,259.46
Q9ET66,Pi16,Peptidase inhibitor 16,Mus musculus,4198.766666666666,1187.34,2316.625
Q9JHC0,Gpx2,Glutathione peroxidase 2,Mus musculus,3436.38,2286.82,2861.6
Q9JHE3,Asah2,Neutral ceramidase,Mus musculus,6793.96,9901.119999999999,8347.539999999999
Q9JHF9,Ly96,Lymphocyte antigen 96,Mus musculus,1920.94,2730.18,2325.56
Q9JHH6,Cpb2,Carboxypeptidase B2,Mus musculus,7201.680399999999,348.4,5243.600285714285
Q9JHI5,Ivd,"Isovaleryl-CoA dehydrogenase, mitochondrial",Mus musculus,400.06666666666666,280.3,370.125
Q9JHJ0,Tmod3,Tropomodulin-3,Mus musculus,660.725,1359.9,1010.3125
Q9JHJ8,Icoslg,ICOS ligand,Mus musculus,4341.4,NA,4341.4
Q9JHR7,Ide,Insulin-degrading enzyme,Mus musculus,32471.7194,16785.06,24628.3897
Q9JHU4,Dync1h1,Cytoplasmic dynein 1 heavy chain 1,Mus musculus,976.9599999999999,496.7,736.8299999999999
Q9JHW2,Nit2,Omega-amidase NIT2,Mus musculus,1777.6333333333337,1391.825,1557.1714285714286
Q9JHW9,Aldh1a3,Retinaldehyde dehydrogenase 3,Mus musculus,280.24,262.225,272.23333333333335
Q9JHY3,Wfdc12,WAP four-disulfide core domain protein 12,Mus musculus,6510307.35,2642967.425,4576637.3875
Q9JI02,Scgb2b20,Secretoglobin family 2B member 20,Mus musculus,1599596.75,378357.7906,988977.2703
Q9JI11,Stk4,Serine/threonine-protein kinase 4,Mus musculus,249.4,535.2,463.75
Q9JI67,B3galt5,"Beta-1,3-galactosyltransferase 5",Mus musculus,10385.02,8333.6,9359.31
Q9JI75,Nqo2,Ribosyldihydronicotinamide dehydrogenase [quinone],Mus musculus,1288.6200000000001,1106.2,1197.41
Q9JI91,Actn2,Alpha-actinin-2,Mus musculus,4413.1,3069.0666666666666,3837.0857142857144
Q9JIF7,Copb1,Coatomer subunit beta,Mus musculus,2287.8,2536.36,2412.08
Q9JII6,Akr1a1,Aldo-keto reductase family 1 member A1,Mus musculus,11009.4404,5114.32,8061.8802
Q9JJ28,Flii,Protein flightless-1 homolog,Mus musculus,197.14,246.54,221.84
Q9JJN5,Cpn1,Carboxypeptidase N catalytic chain,Mus musculus,31508.178800000005,3587.7,21037.99925
Q9JJU8,Sh3bgrl,Adapter Sh3bgrl,Mus musculus,10581.733,1988.65,5671.399857142857
Q9JJV2,Pfn2,Profilin-2,Mus musculus,6347.3,NA,6347.3
Q9JK53,Prelp,Prolargin,Mus musculus,116.1,232.86666666666665,203.67499999999998
Q9JK81,Myg1,MYG1 exonuclease,Mus musculus,1078.525,678.4749999999999,878.5
Q9JK95,Perp,p53 apoptosis effector related to PMP-22,Mus musculus,2444.5666666666666,570.7666666666667,1507.6666666666665
Q9JKB1,Uchl3,Ubiquitin carboxyl-terminal hydrolase isozyme L3,Mus musculus,6962.15,2147.525,4554.8375
Q9JKF1,Iqgap1,Ras GTPase-activating-like protein IQGAP1,Mus musculus,11959.4402,15513.960000000001,13736.7001
Q9JKF6,Nectin1,Nectin-1,Mus musculus,114.4,106.4,110.4
Q9JKL5,Tesc,Calcineurin B homologous protein 3,Mus musculus,641.4,NA,641.4
Q9JKR6,Hyou1,Hypoxia up-regulated protein 1,Mus musculus,61216.5398,66761.8414,63989.1906
Q9JKS4,Ldb3,LIM domain-binding protein 3,Mus musculus,4182.7,2174.4,3178.55
Q9JKV7,Extl1,Exostosin-like 1,Mus musculus,214.6,244.1,227.7111111111111
Q9JKV9,Il20,Interleukin-20,Mus musculus,485.6,38110.8196,27360.75685714286
Q9JKX6,Nudt5,ADP-sugar pyrophosphatase,Mus musculus,2978.5666666666666,736.3666666666667,1857.4666666666667
Q9JL16,Isg20,Interferon-stimulated gene 20 kDa protein,Mus musculus,707.4,196.2,451.79999999999995
Q9JL26,Fmnl1,Formin-like protein 1,Mus musculus,970.92,1247.6,1109.26
Q9JL35,Hmgn5,High mobility group nucleosome-binding domain-containing protein 5,Mus musculus,323,NA,323
Q9JLA2,Il36a,Interleukin-36 alpha,Mus musculus,3687,7460.02,5573.51
Q9JLF6,Tgm1,Protein-glutamine gamma-glutamyltransferase K,Mus musculus,6888.9,6968.34,6928.62
Q9JLT2,Treh,Trehalase,Mus musculus,1051.8,507.9,961.15
Q9JLT4,Txnrd2,"Thioredoxin reductase 2, mitochondrial",Mus musculus,2691.4,NA,2691.4
Q9JLV6,Pnkp,Bifunctional polynucleotide phosphatase/kinase,Mus musculus,2913.7,3344.8,3129.25
Q9JLY7,Dusp14,Dual specificity protein phosphatase 14,Mus musculus,3048.525,10889.77475,6969.149875000001
Q9JM71,Klk1b27,Kallikrein 1-related peptidase b27,Mus musculus,5339874.9,665437.6156,3002656.2578
Q9JM76,Arpc3,Actin-related protein 2/3 complex subunit 3,Mus musculus,40809.9806,45131.1994,42970.59
Q9JM83,Calm4,Calmodulin-4,Mus musculus,202971.6594,208160.639,205566.1492
Q9JM84,Cst10,Cystatin 10,Mus musculus,73605205.6,61699769.6,67652487.6
Q9JMA1,Usp14,Ubiquitin carboxyl-terminal hydrolase 14,Mus musculus,6385.200000000001,762.5999999999999,2636.8
Q9JMA9,Slc6a14,Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+),Mus musculus,101.1,NA,101.1
Q9JMD3,Stard10,START domain-containing protein 10,Mus musculus,5430.3998,2042.42,3736.4099
Q9JMG1,Edf1,Endothelial differentiation-related factor 1,Mus musculus,1540.225,665.62,1054.3333333333333
Q9JMH3,Neu2,Sialidase-2,Mus musculus,622.5,NA,622.5
Q9JMH6,Txnrd1,"Thioredoxin reductase 1, cytoplasmic",Mus musculus,2049.68,2001.1,2025.39
Q9JMH9,Myo18a,Unconventional myosin-XVIIIa,Mus musculus,42.333333333333336,97.7,56.175
Q9QUH0,Glrx,Glutaredoxin-1,Mus musculus,52890.7204,63936.1398,58413.4301
Q9QUM9,Psma6,Proteasome subunit alpha type-6,Mus musculus,9006.1,6924.0999999999995,7965.1
Q9QUR6,Prep,Prolyl endopeptidase,Mus musculus,1407.02,490.5,948.76
Q9QUT0,Rhag,Ammonium transporter Rh type A,Mus musculus,5165.9,NA,5165.9
Q9QWL7,Krt17,"Keratin, type I cytoskeletal 17",Mus musculus,26341.7996,48873.7796,37607.789600000004
Q9QWR8,Naga,Alpha-N-acetylgalactosaminidase,Mus musculus,248637.2156,168505.3,208571.2578
Q9QXC1,Fetub,Fetuin-B,Mus musculus,241388.2812,178956.7826,210172.5319
Q9QXG4,Acss2,"Acetyl-coenzyme A synthetase, cytoplasmic",Mus musculus,918.2,218.5,451.73333333333335
Q9QXS1,Plec,Plectin,Mus musculus,1069.74,1384.72,1227.23
Q9QXT0,Cnpy2,Protein canopy homolog 2,Mus musculus,2948.02,1983.6200000000001,2465.82
Q9QY06,Myo9b,Unconventional myosin-IXb,Mus musculus,966.175,564,793.8142857142857
Q9QY23,Pkp3,Plakophilin-3,Mus musculus,946.12,1673.62,1309.87
Q9QY73,Tmem59,Transmembrane protein 59,Mus musculus,651.475,2768.96,1827.8555555555556
Q9QYB5,Add3,Gamma-adducin,Mus musculus,677.6,920.8,816.5714285714286
Q9QYB8,Add2,Beta-adducin,Mus musculus,706.2,NA,706.2
Q9QYC0,Add1,Alpha-adducin,Mus musculus,3665.2,1957.2,2716.311111111111
Q9QYI6,Dnajb9,DnaJ homolog subfamily B member 9,Mus musculus,9166.22,5345.84,7256.03
Q9QYJ0,Dnaja2,DnaJ homolog subfamily A member 2,Mus musculus,2133.6800000000003,2455.675,2276.788888888889
Q9QYK5,Hs6st1,Heparan-sulfate 6-O-sulfotransferase 1,Mus musculus,4429.8,3365.88,3897.84
Q9QYN3,Klk11,Kallikrein-11,Mus musculus,1892.54,1949.6799999999998,1921.11
Q9QZ06,Tollip,Toll-interacting protein,Mus musculus,6757.3,3307.26,5032.28
Q9QZ25,Vnn3,Vascular non-inflammatory molecule 3,Mus musculus,21095.38,9213.02,15154.199999999999
Q9QZ39,St6galnac1,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1",Mus musculus,1220.7,88.8,1032.05
Q9QZ47,Tnnt3,"Troponin T, fast skeletal muscle",Mus musculus,8013,NA,8013
Q9QZE5,Copg1,Coatomer subunit gamma-1,Mus musculus,756.2249999999999,342.76666666666665,579.0285714285715
Q9QZQ1,Afdn,Afadin,Mus musculus,42.266666666666666,114.60000000000001,71.2
Q9QZQ8,Macroh2a1,Core histone macro-H2A.1,Mus musculus,11212.08,14400.9,12806.49
Q9R013,Ctsf,Cathepsin F,Mus musculus,10276.48,9427.08,9851.78
Q9R062,Gyg1,Glycogenin-1,Mus musculus,6270.12,6379.5,6324.81
Q9R078,Prkab1,5'-AMP-activated protein kinase subunit beta-1,Mus musculus,631,323.6,477.3
Q9R097,Spint1,Kunitz-type protease inhibitor 1,Mus musculus,886.26,712.95,809.2333333333333
Q9R098,Hgfac,Hepatocyte growth factor activator,Mus musculus,12939.6,NA,12939.6
Q9R0E1,Plod3,Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3,Mus musculus,35672.2204,31150.8802,33411.5503
Q9R0E2,Plod1,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",Mus musculus,57595.9204,70661.7602,64128.840299999996
Q9R0H0,Acox1,Peroxisomal acyl-coenzyme A oxidase 1,Mus musculus,497.05,621.4499999999999,559.25
Q9R0H5,Krt71,"Keratin, type II cytoskeletal 71",Mus musculus,20931.94,15807.76,18369.85
Q9R0M0,Celsr2,Cadherin EGF LAG seven-pass G-type receptor 2,Mus musculus,257.94,565.34,411.64
Q9R0P3,Esd,S-formylglutathione hydrolase,Mus musculus,7067.960000000001,4317.88,5692.92
Q9R0P5,Dstn,Destrin,Mus musculus,34021.8996,44487.9,39254.8998
Q9R0P6,Sec11a,Signal peptidase complex catalytic subunit SEC11A,Mus musculus,3496.02,4107.84,3801.93
Q9R0P9,Uchl1,Ubiquitin carboxyl-terminal hydrolase isozyme L1,Mus musculus,72250.23333333334,NA,72250.23333333334
Q9R0Q6,Arpc1a,Actin-related protein 2/3 complex subunit 1A,Mus musculus,1179.1,752.74,965.92
Q9R0Q7,Ptges3,Prostaglandin E synthase 3,Mus musculus,677.1999999999999,NA,677.1999999999999
Q9R0Y5,Ak1,Adenylate kinase isoenzyme 1,Mus musculus,26710.7196,3871.125,16559.788666666667
Q9R111,Gda,Guanine deaminase,Mus musculus,15461.14,17279.3,16370.22
Q9R112,Sqor,"Sulfide:quinone oxidoreductase, mitochondrial",Mus musculus,2605.775,1832.78,2176.3333333333335
Q9R1A9,Trex2,Three prime repair exonuclease 2,Mus musculus,4166.16,5820.54,4993.3499999999995
Q9R1B9,Slit2,Slit homolog 2 protein,Mus musculus,1112.52,433.3,810.6444444444444
Q9R1E6,Enpp2,Autotaxin,Mus musculus,1151.6,NA,1151.6
Q9R1I1,Chst4,Carbohydrate sulfotransferase 4,Mus musculus,6453.06,8514.12,7483.59
Q9R1J0,Nsdhl,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating",Mus musculus,182.23333333333332,228.14999999999998,200.6
Q9R1P0,Psma4,Proteasome subunit alpha type-4,Mus musculus,17843.64,8907.88,13375.76
Q9R1P1,Psmb3,Proteasome subunit beta type-3,Mus musculus,6587.9400000000005,4816.725,5800.733333333334
Q9R1P3,Psmb2,Proteasome subunit beta type-2,Mus musculus,24722.0402,13278.3002,19000.1702
Q9R1P4,Psma1,Proteasome subunit alpha type-1,Mus musculus,7521.360000000001,6263.3,6892.33
Q9R1Q7,Plp2,Proteolipid protein 2,Mus musculus,3486.46,3997.9,3742.18
Q9R1Q9,Atp6ap1,V-type proton ATPase subunit S1,Mus musculus,85836.1794,100755.4,93295.7897
Q9R1T2,Sae1,SUMO-activating enzyme subunit 1,Mus musculus,1506.7,161,833.85
Q9R1Z7,Pts,6-pyruvoyl tetrahydrobiopterin synthase,Mus musculus,6145.5,2028.68,2714.8166666666666
Q9R226,Khdrbs3,"KH domain-containing, RNA-binding, signal transduction-associated protein 3",Mus musculus,888.2,NA,888.2
Q9R257,Hebp1,Heme-binding protein 1,Mus musculus,1227.2,NA,1227.2
Q9R269,Ppl,Periplakin,Mus musculus,1147.06,1197.98,1172.52
Q9WTI7,Myo1c,Unconventional myosin-Ic,Mus musculus,380.78,220.07999999999998,300.43
Q9WTL7,Lypla2,Acyl-protein thioesterase 2,Mus musculus,2537.68,1362.75,2015.4888888888888
Q9WTM5,Ruvbl2,RuvB-like 2,Mus musculus,489.225,625.74,565.0666666666666
Q9WTX6,Cul1,Cullin-1,Mus musculus,1830.7333333333333,601.825,1128.5
Q9WTY4,Aqp5,Aquaporin-5,Mus musculus,44246.5602,28700.140199999998,36473.3502
Q9WTZ2,Mbtps1,Membrane-bound transcription factor site-1 protease,Mus musculus,2814.6,3729.18,3271.89
Q9WU78,Pdcd6ip,Programmed cell death 6-interacting protein,Mus musculus,8547.94,7326.860000000001,7937.4000000000005
Q9WUA2,Farsb,Phenylalanine--tRNA ligase beta subunit,Mus musculus,2616.7999999999997,873.74,1527.3875
Q9WUA3,Pfkp,"ATP-dependent 6-phosphofructokinase, platelet type",Mus musculus,1169.8,590.8000000000001,880.3
Q9WUB3,Pygm,"Glycogen phosphorylase, muscle form",Mus musculus,11690.8002,8476.92,10083.8601
Q9WUK2,Eif4h,Eukaryotic translation initiation factor 4H,Mus musculus,683.15,545.2,637.1666666666666
Q9WUL7,Arl3,ADP-ribosylation factor-like protein 3,Mus musculus,2663.65,766.1500000000001,1714.9
Q9WUM3,Coro1b,Coronin-1B,Mus musculus,3423.28,2387.3,2905.29
Q9WUP7,Uchl5,Ubiquitin carboxyl-terminal hydrolase isozyme L5,Mus musculus,3889.25,1375.34,2492.633333333333
Q9WUU7,Ctsz,Cathepsin Z,Mus musculus,88015.3626,103101.6586,95558.5106
Q9WUZ9,Entpd5,Ectonucleoside triphosphate diphosphohydrolase 5,Mus musculus,312.72,331.225,320.94444444444446
Q9WV32,Arpc1b,Actin-related protein 2/3 complex subunit 1B,Mus musculus,10575.06,14247.8602,12411.4601
Q9WV35,Apobec2,C->U-editing enzyme APOBEC-2,Mus musculus,2859.8,NA,2859.8
Q9WV54,Asah1,Acid ceramidase,Mus musculus,237519.6594,243446.8782,240483.2688
Q9WV55,Vapa,Vesicle-associated membrane protein-associated protein A,Mus musculus,8626.2,1671.8500000000001,3989.9666666666667
Q9WV69,Dmtn,Dematin,Mus musculus,5631.6669999999995,1280.1333333333334,3455.900166666667
Q9WV85,Nme3,Nucleoside diphosphate kinase 3,Mus musculus,45396.7786,37240.5996,41318.6891
Q9WVA4,Tagln2,Transgelin-2,Mus musculus,65728.1602,82923.6604,74325.9103
Q9WVE8,Pacsin2,Protein kinase C and casein kinase substrate in neurons protein 2,Mus musculus,736.72,589.9,663.31
Q9WVG6,Carm1,Histone-arginine methyltransferase CARM1,Mus musculus,1032.9,540.825,814.2
Q9WVJ2,Psmd13,26S proteasome non-ATPase regulatory subunit 13,Mus musculus,1794.35,711.2,1433.3
Q9WVJ3,Cpq,Carboxypeptidase Q,Mus musculus,45503.7,36638.7204,41071.2102
Q9WVK4,Ehd1,EH domain-containing protein 1,Mus musculus,24534.4602,19123.9196,21829.1899
Q9WVL7,Cxcl15,C-X-C motif chemokine 15,Mus musculus,1230.9,1005.2,1118.0500000000002
Q9WVP1,Ap1m2,AP-1 complex subunit mu-2,Mus musculus,1347.3000000000002,353.975,850.6374999999999
Q9Z0F4,Cib1,Calcium and integrin-binding protein 1,Mus musculus,1281.6666666666667,1594.2,1477
Q9Z0J0,Npc2,NPC intracellular cholesterol transporter 2,Mus musculus,21503.4798,53907.1796,37705.3297
Q9Z0K8,Vnn1,Pantetheinase,Mus musculus,11819.4402,30549.8802,21184.6602
Q9Z0L8,Ggh,Gamma-glutamyl hydrolase,Mus musculus,31721142.8,43339971.2,37530557
Q9Z0M5,Lipa,Lysosomal acid lipase/cholesteryl ester hydrolase,Mus musculus,79676.81800000001,197936.486,138806.652
Q9Z0M6,Adgre5,Adhesion G protein-coupled receptor E5,Mus musculus,482.8,611.4,537.9142857142857
Q9Z0M9,Il18bp,Interleukin-18-binding protein,Mus musculus,10820.4802,13040.1398,11930.31
Q9Z0N1,Eif2s3x,"Eukaryotic translation initiation factor 2 subunit 3, X-linked",Mus musculus,3322.52,9208.7,5938.6
Q9Z0P5,Twf2,Twinfilin-2,Mus musculus,3017.34,4582.06,3799.7000000000003
Q9Z0S1,Bpnt1,"3'(2'),5'-bisphosphate nucleotidase 1",Mus musculus,1206.58,NA,1206.58
Q9Z0Z4,Heph,Hephaestin,Mus musculus,251.3,NA,251.3
Q9Z126,Pf4,Platelet factor 4,Mus musculus,34103.898,NA,34103.898
Q9Z183,Padi4,Protein-arginine deiminase type-4,Mus musculus,5283.24,8804.36,7043.8
Q9Z185,Padi1,Protein-arginine deiminase type-1,Mus musculus,716.4666666666667,591.9,645.2857142857143
Q9Z1B7,Mapk13,Mitogen-activated protein kinase 13,Mus musculus,584.6,926.26,755.43
Q9Z1F9,Uba2,SUMO-activating enzyme subunit 2,Mus musculus,1073.3,68,570.65
Q9Z1G4,Atp6v0a1,V-type proton ATPase 116 kDa subunit a 1,Mus musculus,376.3333333333333,218.3,297.31666666666666
Q9Z1N5,Ddx39b,Spliceosome RNA helicase Ddx39b,Mus musculus,9354.4398,7508.339999999999,8431.3899
Q9Z1Q4,Ly6g6c,Lymphocyte antigen 6 complex locus protein G6c,Mus musculus,31943.9608,14962.8198,23453.3903
Q9Z1Q5,Clic1,Chloride intracellular channel protein 1,Mus musculus,29348.2798,26858.5598,28103.4198
Q9Z1Q9,Vars1,Valine--tRNA ligase,Mus musculus,1410.72,1738.48,1574.6
Q9Z1X4,Ilf3,Interleukin enhancer-binding factor 3,Mus musculus,279.9,176.625,220.8857142857143
Q9Z1Z0,Uso1,General vesicular transport factor p115,Mus musculus,2055.06,1266.98,1661.02
Q9Z1Z2,Strap,Serine-threonine kinase receptor-associated protein,Mus musculus,660.3,103.1,381.69999999999993
Q9Z2K1,Krt16,"Keratin, type I cytoskeletal 16",Mus musculus,696925.1094000001,529460.2,613192.6547
Q9Z2L6,Minpp1,Multiple inositol polyphosphate phosphatase 1,Mus musculus,22771.18,26668.1598,24719.6699
Q9Z2L7,Crlf3,Cytokine receptor-like factor 3,Mus musculus,852.1666666666666,534.62,653.7
